date_created,date_updated,user_id,prolific_pid,study_id,wordle_play_frequency,native_english,primed_emotion,has_enhanced_feedback,presurvey_time,baseballcost,lakedays,postsurvey_time,widgettime,did_start_bonus_rounds,end_arousal,end_valence,session_id_x,minutes,crt1,crt2,crt3,crt,control,anger,empathy,anger_empathy,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,First Language,Nationality,Sex,t_anger,t_empathy,guesses,guess_count,round_index,solution,did_win,was_bonus_round,remote_timestamp,server_time,guess_count_adj,female,anger_crt,empathy_crt,anger_empathy_crt,wordle_0,anger_exp,empathy_exp,anger_empathy_exp,anger_fem,empathy_fem,anger_empathy_fem
2022-04-06 13:45:49.871791,2022-04-06 13:57:49.432129,472d322-d63f-5a08-25e8-f7d2cac1d827,-4677404749458226688,624b5bec1dd9f0f7e32455cb,101+,1,control,1,2022-04-06 13:45:49.870422,0.1,24.0,2022-04-06 13:57:49.432001,100.0,0,79.0,80.0,624d98b335a8f16619dd679f,11.983333333333333,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 13:42:14.409000,2022-04-06 13:57:54.848000,940.439,27.0,283,1,100,2022-04-06 15:01:54.872000,42B25E2B,United States,United States,English,United States,Female,0,1,"[""PEAKS"", ""MOVER"", ""FINER"", ""LINER"", ""DINER""]",5,2,DINER,1,0,2022-04-06 13:52:37.806,2022-04-06 13:52:37.878445,5,1,0,0,0,0,0,0,0,0,1,0
2022-04-06 13:45:49.871791,2022-04-06 13:57:49.432129,472d322-d63f-5a08-25e8-f7d2cac1d827,-4677404749458226688,624b5bec1dd9f0f7e32455cb,101+,1,control,1,2022-04-06 13:45:49.870422,0.1,24.0,2022-04-06 13:57:49.432001,100.0,0,79.0,80.0,624d98b335a8f16619dd679f,11.983333333333333,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 13:42:14.409000,2022-04-06 13:57:54.848000,940.439,27.0,283,1,100,2022-04-06 15:01:54.872000,42B25E2B,United States,United States,English,United States,Female,0,1,"[""YOURS"", ""TEAMS"", ""PLATE"", ""AMEND"", ""IMAGE""]",5,3,IMAGE,1,0,2022-04-06 13:56:39.599,2022-04-06 13:56:39.721647,5,1,0,0,0,0,0,0,0,0,1,0
2022-04-06 13:56:52.351271,2022-04-06 14:05:51.321082,b3b3140-8aa2-a703-3bcd-edbb11f0de34,6433239340094790436,624b5bec1dd9f0f7e32455cb,2-10,1,control,0,2022-04-06 13:56:52.349580,0.05,47.0,2022-04-06 14:05:51.320936,5.0,0,67.0,82.0,624d9902defb9cf7c1a771ed,8.966666666666667,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 13:43:37.758000,2022-04-06 14:06:00.692000,1342.934,58.0,434,1,100,2022-04-06 15:01:54.570000,42B25E2B,United States,United States,English,United States,Female,0,0,"[""LATER"", ""PIOUS"", ""PLANT""]",3,0,PLANT,1,0,2022-04-06 13:59:33.255,2022-04-06 13:59:32.646373,3,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 13:56:52.351271,2022-04-06 14:05:51.321082,b3b3140-8aa2-a703-3bcd-edbb11f0de34,6433239340094790436,624b5bec1dd9f0f7e32455cb,2-10,1,control,0,2022-04-06 13:56:52.349580,0.05,47.0,2022-04-06 14:05:51.320936,5.0,0,67.0,82.0,624d9902defb9cf7c1a771ed,8.966666666666667,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 13:43:37.758000,2022-04-06 14:06:00.692000,1342.934,58.0,434,1,100,2022-04-06 15:01:54.570000,42B25E2B,United States,United States,English,United States,Female,0,0,"[""LATER"", ""PIOUS"", ""FUNKY"", ""FUDGY"", ""FUZZY""]",5,1,FUZZY,1,0,2022-04-06 14:01:22.364,2022-04-06 14:01:21.743198,5,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 13:56:52.351271,2022-04-06 14:05:51.321082,b3b3140-8aa2-a703-3bcd-edbb11f0de34,6433239340094790436,624b5bec1dd9f0f7e32455cb,2-10,1,control,0,2022-04-06 13:56:52.349580,0.05,47.0,2022-04-06 14:05:51.320936,5.0,0,67.0,82.0,624d9902defb9cf7c1a771ed,8.966666666666667,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 13:43:37.758000,2022-04-06 14:06:00.692000,1342.934,58.0,434,1,100,2022-04-06 15:01:54.570000,42B25E2B,United States,United States,English,United States,Female,0,0,"[""LATER"", ""PIOUS"", ""MINER"", ""DINER""]",4,2,DINER,1,0,2022-04-06 14:02:45.386,2022-04-06 14:02:44.766290,4,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 13:56:52.351271,2022-04-06 14:05:51.321082,b3b3140-8aa2-a703-3bcd-edbb11f0de34,6433239340094790436,624b5bec1dd9f0f7e32455cb,2-10,1,control,0,2022-04-06 13:56:52.349580,0.05,47.0,2022-04-06 14:05:51.320936,5.0,0,67.0,82.0,624d9902defb9cf7c1a771ed,8.966666666666667,1,1,1,3,1,0,0,0,APPROVED,2022-04-06 13:43:37.758000,2022-04-06 14:06:00.692000,1342.934,58.0,434,1,100,2022-04-06 15:01:54.570000,42B25E2B,United States,United States,English,United States,Female,0,0,"[""LATER"", ""PIOUS"", ""ANIME"", ""IMAGE""]",4,3,IMAGE,1,0,2022-04-06 14:04:19.621,2022-04-06 14:04:19.003370,4,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 14:02:03.305780,2022-04-06 14:18:09.592011,18343a-eeee-cdc0-840-32380be34428,2642533513919772784,624b5bec1dd9f0f7e32455cb,0,1,anger,1,2022-04-06 14:02:03.304463,0.1,24.0,2022-04-06 14:18:09.591834,500.0,0,47.0,35.0,624d988efea88ec4ed3fe768,16.1,0,0,0,0,0,0,0,1,APPROVED,2022-04-06 13:41:46.579000,2022-04-06 14:18:16.166000,2189.587,33.0,250,1,100,2022-04-06 15:01:56.140000,42B25E2B,United States,United States,English,United States,Female,1,1,"[""YOUTH"", ""STARE"", ""MINDS"", ""CLAPT"", ""PLANT""]",5,0,PLANT,1,0,2022-04-06 14:06:26.377,2022-04-06 14:06:24.868788,5,1,0,0,0,1,1,1,1,1,1,1
2022-04-06 14:02:03.305780,2022-04-06 14:18:09.592011,18343a-eeee-cdc0-840-32380be34428,2642533513919772784,624b5bec1dd9f0f7e32455cb,0,1,anger,1,2022-04-06 14:02:03.304463,0.1,24.0,2022-04-06 14:18:09.591834,500.0,0,47.0,35.0,624d988efea88ec4ed3fe768,16.1,0,0,0,0,0,0,0,1,APPROVED,2022-04-06 13:41:46.579000,2022-04-06 14:18:16.166000,2189.587,33.0,250,1,100,2022-04-06 15:01:56.140000,42B25E2B,United States,United States,English,United States,Female,1,1,"[""PLANT"", ""SHIRT"", ""FOUND"", ""FUNKY"", ""FUZZY""]",5,1,FUZZY,1,0,2022-04-06 14:08:29.153,2022-04-06 14:08:27.645534,5,1,0,0,0,1,1,1,1,1,1,1
2022-04-06 14:02:03.305780,2022-04-06 14:18:09.592011,18343a-eeee-cdc0-840-32380be34428,2642533513919772784,624b5bec1dd9f0f7e32455cb,0,1,anger,1,2022-04-06 14:02:03.304463,0.1,24.0,2022-04-06 14:18:09.591834,500.0,0,47.0,35.0,624d988efea88ec4ed3fe768,16.1,0,0,0,0,0,0,0,1,APPROVED,2022-04-06 13:41:46.579000,2022-04-06 14:18:16.166000,2189.587,33.0,250,1,100,2022-04-06 15:01:56.140000,42B25E2B,United States,United States,English,United States,Female,1,1,"[""YOUTH"", ""BEACH"", ""GREWS"", ""MERIL"", ""RIDES"", ""FIRED""]",6,2,DINER,0,0,2022-04-06 14:11:32.774,2022-04-06 14:11:31.251860,7,1,0,0,0,1,1,1,1,1,1,1
2022-04-06 14:02:03.305780,2022-04-06 14:18:09.592011,18343a-eeee-cdc0-840-32380be34428,2642533513919772784,624b5bec1dd9f0f7e32455cb,0,1,anger,1,2022-04-06 14:02:03.304463,0.1,24.0,2022-04-06 14:18:09.591834,500.0,0,47.0,35.0,624d988efea88ec4ed3fe768,16.1,0,0,0,0,0,0,0,1,APPROVED,2022-04-06 13:41:46.579000,2022-04-06 14:18:16.166000,2189.587,33.0,250,1,100,2022-04-06 15:01:56.140000,42B25E2B,United States,United States,English,United States,Female,1,1,"[""FIRED"", ""CHOSE"", ""GLIDE"", ""AGAIN"", ""PAGES"", ""WEARS""]",6,3,IMAGE,0,0,2022-04-06 14:16:13.964,2022-04-06 14:16:12.363997,7,1,0,0,0,1,1,1,1,1,1,1
2022-04-06 15:35:30.757005,2022-04-06 15:48:26.630387,275cc0a-8fb0-5bb-d344-ece43b0500e,1913430987054541597,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:35:30.755465,0.1,24.0,2022-04-06 15:48:26.630226,100.0,0,88.0,29.0,624db2728f928fd4309e71ec,12.916666666666666,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 15:32:06.348000,2022-04-06 15:48:31.169000,984.821,28.0,340,0,100,2022-04-06 19:16:22.344000,42B25E2B,Japan,United States,English,United States,Female,0,1,"[""AUDIO"", ""STARE"", ""CHART"", ""PLANT""]",4,0,PLANT,1,0,2022-04-06 15:36:24.417,2022-04-06 15:36:24.478807,4,1,0,0,0,0,0,0,0,0,1,0
2022-04-06 15:35:30.757005,2022-04-06 15:48:26.630387,275cc0a-8fb0-5bb-d344-ece43b0500e,1913430987054541597,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:35:30.755465,0.1,24.0,2022-04-06 15:48:26.630226,100.0,0,88.0,29.0,624db2728f928fd4309e71ec,12.916666666666666,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 15:32:06.348000,2022-04-06 15:48:31.169000,984.821,28.0,340,0,100,2022-04-06 19:16:22.344000,42B25E2B,Japan,United States,English,United States,Female,0,1,"[""AUDIO"", ""TUMOR"", ""BUMPS"", ""NUDES"", ""HULLS"", ""CUFFS""]",6,1,FUZZY,0,0,2022-04-06 15:46:06.897,2022-04-06 15:46:06.953280,7,1,0,0,0,0,0,0,0,0,1,0
2022-04-06 15:35:30.757005,2022-04-06 15:48:26.630387,275cc0a-8fb0-5bb-d344-ece43b0500e,1913430987054541597,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:35:30.755465,0.1,24.0,2022-04-06 15:48:26.630226,100.0,0,88.0,29.0,624db2728f928fd4309e71ec,12.916666666666666,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 15:32:06.348000,2022-04-06 15:48:31.169000,984.821,28.0,340,0,100,2022-04-06 19:16:22.344000,42B25E2B,Japan,United States,English,United States,Female,0,1,"[""AUDIO"", ""DISCO"", ""DIRTY"", ""DINER""]",4,2,DINER,1,0,2022-04-06 15:46:35.456,2022-04-06 15:46:35.476713,4,1,0,0,0,0,0,0,0,0,1,0
2022-04-06 15:35:30.757005,2022-04-06 15:48:26.630387,275cc0a-8fb0-5bb-d344-ece43b0500e,1913430987054541597,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:35:30.755465,0.1,24.0,2022-04-06 15:48:26.630226,100.0,0,88.0,29.0,624db2728f928fd4309e71ec,12.916666666666666,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 15:32:06.348000,2022-04-06 15:48:31.169000,984.821,28.0,340,0,100,2022-04-06 19:16:22.344000,42B25E2B,Japan,United States,English,United States,Female,0,1,"[""AUDIO"", ""CHAIR"", ""FIATS"", ""WAILS"", ""PIECE"", ""SHAME""]",6,3,IMAGE,0,0,2022-04-06 15:47:50.083,2022-04-06 15:47:50.133090,7,1,0,0,0,0,0,0,0,0,1,0
2022-04-06 15:41:09.705772,2022-04-06 15:57:48.672970,bab00bd-3d80-03ff-fc33-ccd14fa3f015,-2241330693509856131,624d956a30b83f43cc403583,2-10,1,control,0,2022-04-06 15:41:09.703370,2.1,32.0,2022-04-06 15:57:48.672830,20.0,0,70.0,43.0,624db3c8f8e43b0ac96b6852,16.633333333333333,0,0,0,0,1,0,0,0,APPROVED,2022-04-06 15:37:48.029000,2022-04-06 15:57:58.422000,1210.393,19.0,234,3,99,2022-04-06 19:16:22.413000,42B25E2B,United States,United States,English,United States,Female,0,0,"[""THERE"", ""ABOUT"", ""SWAPT"", ""BLAST"", ""PLANT""]",5,0,PLANT,1,0,2022-04-06 15:45:48.702,2022-04-06 15:45:48.911600,5,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 15:41:09.705772,2022-04-06 15:57:48.672970,bab00bd-3d80-03ff-fc33-ccd14fa3f015,-2241330693509856131,624d956a30b83f43cc403583,2-10,1,control,0,2022-04-06 15:41:09.703370,2.1,32.0,2022-04-06 15:57:48.672830,20.0,0,70.0,43.0,624db3c8f8e43b0ac96b6852,16.633333333333333,0,0,0,0,1,0,0,0,APPROVED,2022-04-06 15:37:48.029000,2022-04-06 15:57:58.422000,1210.393,19.0,234,3,99,2022-04-06 19:16:22.413000,42B25E2B,United States,United States,English,United States,Female,0,0,"[""PLANT"", ""THERE"", ""CABIN"", ""WACKY"", ""DOOZY"", ""MUZZY""]",6,1,FUZZY,0,0,2022-04-06 15:49:56.754,2022-04-06 15:49:57.042786,7,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 15:41:09.705772,2022-04-06 15:57:48.672970,bab00bd-3d80-03ff-fc33-ccd14fa3f015,-2241330693509856131,624d956a30b83f43cc403583,2-10,1,control,0,2022-04-06 15:41:09.703370,2.1,32.0,2022-04-06 15:57:48.672830,20.0,0,70.0,43.0,624db3c8f8e43b0ac96b6852,16.633333333333333,0,0,0,0,1,0,0,0,APPROVED,2022-04-06 15:37:48.029000,2022-04-06 15:57:58.422000,1210.393,19.0,234,3,99,2022-04-06 19:16:22.413000,42B25E2B,United States,United States,English,United States,Female,0,0,"[""THERE"", ""BEARS"", ""ERGOT"", ""ERODE"", ""NERDS"", ""PERDY""]",6,2,DINER,0,0,2022-04-06 15:53:48.104,2022-04-06 15:53:48.300844,7,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 15:41:09.705772,2022-04-06 15:57:48.672970,bab00bd-3d80-03ff-fc33-ccd14fa3f015,-2241330693509856131,624d956a30b83f43cc403583,2-10,1,control,0,2022-04-06 15:41:09.703370,2.1,32.0,2022-04-06 15:57:48.672830,20.0,0,70.0,43.0,624db3c8f8e43b0ac96b6852,16.633333333333333,0,0,0,0,1,0,0,0,APPROVED,2022-04-06 15:37:48.029000,2022-04-06 15:57:58.422000,1210.393,19.0,234,3,99,2022-04-06 19:16:22.413000,42B25E2B,United States,United States,English,United States,Female,0,0,"[""NERDS"", ""THERE"", ""ABOVE"", ""BARRE"", ""CHAPE"", ""GLACE""]",6,3,IMAGE,0,0,2022-04-06 15:55:50.215,2022-04-06 15:55:50.444625,7,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 15:45:21.280547,2022-04-06 15:58:58.051702,8f373d4-cf7-becd-75e3-b21028e0aee8,2314395202601970027,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:45:21.279135,0.05,47.0,2022-04-06 15:58:31.104967,5.0,1,36.0,34.0,624db4b07d4b4fc292c1bed5,13.15,1,1,1,3,0,0,1,0,APPROVED,2022-04-06 15:41:40.862000,2022-04-06 15:58:47.940000,1027.078,24.0,355,0,100,2022-04-06 19:16:22.473000,42B25E2B,United States,United States,English,United States,Male,0,1,"[""SCRAP"", ""PLANE"", ""PLANK"", ""PLANT""]",4,0,PLANT,1,0,2022-04-06 15:46:13.328,2022-04-06 15:46:14.727255,4,0,0,3,0,0,0,0,0,0,0,0
2022-04-06 15:45:21.280547,2022-04-06 15:58:58.051702,8f373d4-cf7-becd-75e3-b21028e0aee8,2314395202601970027,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:45:21.279135,0.05,47.0,2022-04-06 15:58:31.104967,5.0,1,36.0,34.0,624db4b07d4b4fc292c1bed5,13.15,1,1,1,3,0,0,1,0,APPROVED,2022-04-06 15:41:40.862000,2022-04-06 15:58:47.940000,1027.078,24.0,355,0,100,2022-04-06 19:16:22.473000,42B25E2B,United States,United States,English,United States,Male,0,1,"[""CRAMP"", ""SHOUT"", ""BULLY"", ""FUNNY"", ""FUZZY""]",5,1,FUZZY,1,0,2022-04-06 15:49:12.693,2022-04-06 15:49:14.093510,5,0,0,3,0,0,0,0,0,0,0,0
2022-04-06 15:45:21.280547,2022-04-06 15:58:58.051702,8f373d4-cf7-becd-75e3-b21028e0aee8,2314395202601970027,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:45:21.279135,0.05,47.0,2022-04-06 15:58:31.104967,5.0,1,36.0,34.0,624db4b07d4b4fc292c1bed5,13.15,1,1,1,3,0,0,1,0,APPROVED,2022-04-06 15:41:40.862000,2022-04-06 15:58:47.940000,1027.078,24.0,355,0,100,2022-04-06 19:16:22.473000,42B25E2B,United States,United States,English,United States,Male,0,1,"[""SMART"", ""BROKE"", ""CURED"", ""DINER""]",4,2,DINER,1,0,2022-04-06 15:51:14.843,2022-04-06 15:51:16.229235,4,0,0,3,0,0,0,0,0,0,0,0
2022-04-06 15:45:21.280547,2022-04-06 15:58:58.051702,8f373d4-cf7-becd-75e3-b21028e0aee8,2314395202601970027,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:45:21.279135,0.05,47.0,2022-04-06 15:58:31.104967,5.0,1,36.0,34.0,624db4b07d4b4fc292c1bed5,13.15,1,1,1,3,0,0,1,0,APPROVED,2022-04-06 15:41:40.862000,2022-04-06 15:58:47.940000,1027.078,24.0,355,0,100,2022-04-06 19:16:22.473000,42B25E2B,United States,United States,English,United States,Male,0,1,"[""BREAD"", ""SPACE"", ""FLAKE"", ""AGATE"", ""IMAGE""]",5,3,IMAGE,1,0,2022-04-06 15:54:52.810,2022-04-06 15:54:54.182835,5,0,0,3,0,0,0,0,0,0,0,0
2022-04-06 15:47:04.824580,2022-04-06 15:53:41.141732,46781-6636-21db-bcbe-83dd6468bc8b,-1482053284973231889,624d956a30b83f43cc403583,11-100,1,control,1,2022-04-06 15:47:04.823415,0.1,24.0,2022-04-06 15:52:37.842834,100.0,1,35.0,77.0,624db518b0d62ef5d941047a,5.55,0,0,0,0,0,0,1,0,APPROVED,2022-04-06 15:43:24.786000,2022-04-06 15:52:43.738000,558.952,31.0,495,1,100,2022-04-06 19:16:22.536000,42B25E2B,United States,United States,English,United States,Female,0,1,"[""CRANE"", ""LEANS"", ""CLANK"", ""PLANT""]",4,0,PLANT,1,0,2022-04-06 15:48:01.809,2022-04-06 15:48:02.081708,4,1,0,0,0,0,0,0,0,0,1,0
